frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,0.9882881045341492,-0.4036005437374115,-508.3171081542969,-0.7512664794921875,1.8378220796585083,0.013010501861572266,29,0,98,0.027711717411875725,0.5415162454873647,0.3,116,127,wall,both,1,1,1,1,1,1
4,2.389871120452881,-2.360117197036743,-244.4298858642578,-0.11828328669071198,0.7127199769020081,0.03637683391571045,131,2,28,0.024003224447369576,0.48231511254019294,0.3,120,161,wall,both,1,1,1,1,1,1
8,1.8142592906951904,-1.3601391315460205,-220.919189453125,-0.14306646585464478,0.7955139875411987,0.02442389726638794,124,0,17,0.010641859844326973,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
12,1.4631857872009277,-0.8846745491027832,-157.3858642578125,-0.1333853304386139,0.7663860321044922,0.02648758888244629,111,0,15,0.019931292161345482,0.5434782608695653,0.3,115,126,wall,both,1,1,1,1,1,1
16,2.7226388454437256,-3.063124656677246,-282.4293212890625,-0.19551897048950195,0.9370335340499878,0.009909093379974365,109,0,26,0.02600681595504284,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
20,3.9414732456207275,-6.419508457183838,-207.4998016357422,-0.19438877701759338,0.9352265000343323,0.0023432374000549316,104,0,26,0.008181062527000904,0.5357142857142857,0.3,104,130,wall,both,1,1,1,1,1,1
24,2.643037796020508,-2.886631488800049,-421.5101318359375,-0.2287869155406952,1.012664556503296,0.014852285385131836,94,10,20,0.030636124312877655,0.5474452554744526,0.3,91,124,wall,both,1,1,1,1,1,1
28,0.5520462989807129,-0.12593185901641846,-277.7799377441406,-0.28063440322875977,1.123718500137329,0.002464473247528076,126,7,21,0.026858795434236526,0.49342105263157904,0.3,120,154,wall,both,1,1,1,1,1,1
32,0.8930590748786926,-0.32956796884536743,-313.9829406738281,-0.24822472035884857,1.0239001512527466,0.061131417751312256,110,0,39,0.027952831238508224,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1
36,2.0288336277008057,-1.7008949518203735,-302.12237548828125,-0.09277244657278061,0.6454131007194519,0.0070694684982299805,70,0,35,0.015353046357631683,0.5882352941176471,0.3,96,105,wall,both,1,1,1,1,1,1
40,1.0707217454910278,-0.47373759746551514,-245.06527709960938,-0.7944118976593018,1.7367088794708252,0.1744072437286377,51,0,27,0.012011495418846607,0.6578947368421053,0.3,78,78,wall,both,1,1,1,1,1,1
44,2.4992849826812744,-2.581167459487915,-569.3219604492188,-0.06112352013587952,0.5007016062736511,0.03641325235366821,34,4,38,0.020082835108041763,0.663716814159292,0.3,61,76,wall,both,1,1,1,1,1,1
48,1.0317684412002563,-0.43989506363868713,-369.9051513671875,-0.026303663849830627,0.3313792943954468,0.021580815315246582,73,0,21,0.011607850901782513,0.6147540983606558,0.3,79,94,wall,both,1,1,1,1,1,1
52,0.9951557517051697,-0.4092293083667755,-235.9413299560547,-0.12060129642486572,0.6471774578094482,0.08212113380432129,80,0,31,0.014260996133089066,0.5747126436781609,0.3,96,111,wall,both,1,1,1,1,1,1
56,0.60390305519104,-0.15070201456546783,-279.4800109863281,-0.08937814086675644,0.25599175691604614,0.1353875994682312,80,0,6,0.0163581483066082,0.6355932203389831,0.3,71,86,wall,both,1,1,1,1,1,1
60,0.46474626660346985,-0.08925168961286545,-265.0956726074219,-0.3890874981880188,1.1933999061584473,0.13336598873138428,68,0,37,0.008786944672465324,0.5882352941176471,0.3,105,105,wall,both,1,1,1,1,1,1
64,1.7953362464904785,-1.3319140672683716,-262.7209167480469,-0.4259012043476105,1.0852413177490234,0.20055902004241943,90,5,8,0.018133733421564102,0.5928853754940712,0.3,98,103,wall,both,1,1,1,1,1,1
68,0.8399244546890259,-0.29151779413223267,-199.57705688476562,-0.39386340975761414,1.3309783935546875,0.006929278373718262,76,0,30,0.01157338172197342,0.5859375,0.3,93,106,wall,both,1,1,1,1,1,1
72,0.7479039430618286,-0.2311406135559082,-249.25856018066406,-0.7949364185333252,0.7145423889160156,0.40860944986343384,114,0,16,0.01633438467979431,0.5357142857142857,0.3,117,130,wall,both,1,1,1,1,1,1
76,2.8133151531219482,-3.270554304122925,-316.5428466796875,-0.3655845522880554,1.2786149978637695,0.0236508846282959,79,0,41,0.01039930060505867,0.5555555555555556,0.3,105,120,wall,both,1,1,1,1,1,1
80,1.1773767471313477,-0.5728164911270142,-409.5069274902344,-0.13111545145511627,0.7681272625923157,4.3332576751708984e-05,67,0,66,0.010465189814567566,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
84,2.3641889095306396,-2.3096649646759033,-250.31198120117188,-0.32945436239242554,1.2175010442733765,0.0035840868949890137,108,0,24,0.017096441239118576,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
88,2.3207614421844482,-2.2255923748016357,0.0,-0.47863829135894775,1.3372162580490112,0.14110881090164185,0,0,0,0.011459368281066418,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
92,0.5078071355819702,-0.10655704885721207,0.0,-0.38826996088027954,1.2896478176116943,0.06763583421707153,0,0,0,0.0072613731026649475,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
96,0.10139254480600357,-0.004248118959367275,0.0,-0.7592145204544067,1.8481738567352295,0.0062552690505981445,0,0,0,0.010083042085170746,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
100,3.84425687789917,-6.106739521026611,0.0,-1.0973061323165894,2.178166627883911,0.10263162851333618,0,0,0,0.01446706335991621,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
104,0.9851702451705933,-0.40105801820755005,-624.2255249023438,-2.434828281402588,3.29715895652771,0.06821554899215698,3,0,117,0.035139888525009155,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
108,2.5076966285705566,-2.5985710620880127,-704.5848999023438,-3.859537124633789,3.540010929107666,0.5131338834762573,4,0,120,0.029971692711114883,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1
112,0.37761545181274414,-0.0589229017496109,-790.010986328125,-2.4476311206817627,3.3172926902770996,0.02322697639465332,3,2,126,0.030793918296694756,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1
116,3.149904489517212,-4.099957466125488,-758.2145385742188,-0.6956765055656433,1.763428807258606,0.03370267152786255,37,4,118,0.02352137304842472,0.4854368932038835,0.3,120,159,wall,both,1,1,1,1,1,1
120,2.8630545139312744,-3.387223482131958,-1048.548583984375,-0.941870927810669,2.053420066833496,0.03451836109161377,24,7,135,0.026342786848545074,0.4746835443037975,0.3,120,166,wall,both,1,1,1,1,1,1
124,1.547924280166626,-0.9901112914085388,-720.9116821289062,-0.7930638194084167,1.889043927192688,0.004041492938995361,15,0,112,0.05790839344263077,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
128,0.5666976571083069,-0.13270504772663116,-572.26513671875,-0.6066798567771912,1.6519938707351685,0.007288157939910889,24,2,98,0.02291543409228325,0.5474452554744526,0.3,119,124,wall,both,1,1,1,1,1,1
132,1.9089897871017456,-1.5058850049972534,-288.5188293457031,-0.17601022124290466,0.8899695873260498,5.251169204711914e-05,86,0,50,0.02849443256855011,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
136,1.0589118003845215,-0.4633447229862213,-541.4951782226562,-0.17298805713653564,0.8822023272514343,0.0029996633529663086,75,2,70,0.014379583299160004,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1
140,1.8066030740737915,-1.3486837148666382,-620.4940185546875,-0.006000713910907507,0.08565574139356613,0.032721877098083496,58,5,80,0.013817432336509228,0.5119453924914675,0.3,108,143,wall,both,1,1,1,1,1,1
144,1.9110651016235352,-1.5091609954833984,-756.9580078125,-0.010746786370873451,0.15644370019435883,0.03606182336807251,81,21,34,0.012684437446296215,0.5244755244755245,0.3,94,136,wall,both,1,1,1,1,1,1
148,1.0310218334197998,-0.4392586648464203,-780.3980712890625,-0.03588951379060745,0.40187138319015503,0.00034749507904052734,117,22,42,0.011626949533820152,0.4531722054380664,0.3,120,181,wall,both,1,1,1,1,1,1
152,0.5276345014572144,-0.11504055559635162,-701.5445556640625,-0.04131609573960304,0.43036285042762756,0.006218433380126953,111,0,66,0.01039743609726429,0.4587155963302753,0.3,120,177,wall,both,1,1,1,1,1,1
156,2.4956982135772705,-2.5737640857696533,-139.8015594482422,-0.014675498008728027,0.2279156744480133,0.027701079845428467,130,1,9,0.014144415967166424,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1
160,2.201801061630249,-2.0032758712768555,-259.5209655761719,-0.0019229864701628685,1.8519833247410133e-05,0.021705567836761475,133,3,6,0.009601041674613953,0.5136986301369862,0.3,120,142,wall,both,1,1,1,1,1,1
164,0.7363503575325012,-0.2240544557571411,-309.4825134277344,-0.3070678114891052,0.876562774181366,0.18275272846221924,148,0,8,0.028823547065258026,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
168,0.2503017783164978,-0.025888832286000252,-760.3466186523438,-0.03241044655442238,0.3794987201690674,0.009975433349609375,123,32,18,0.010875054635107517,0.46439628482972134,0.3,120,173,wall,both,1,1,1,1,1,1
172,1.523862361907959,-0.9595687389373779,-815.3411865234375,-0.11753877997398376,0.7272719144821167,3.910064697265625e-05,89,20,36,0.010049505159258842,0.5084745762711864,0.3,84,145,wall,both,1,1,1,1,1,1
176,0.16135182976722717,-0.010758020915091038,-356.7606201171875,-0.16593582928180695,0.7182719111442566,0.11209636926651001,119,4,21,0.01093664113432169,0.5102040816326531,0.3,83,144,wall,both,1,1,1,1,1,1
180,1.6985749006271362,-1.1922134160995483,-100.70320892333984,-0.023998375982046127,0.2859000265598297,0.03780710697174072,146,0,4,0.022626670077443123,0.5,0.3,120,150,wall,both,1,1,1,1,1,1
184,1.1107114553451538,-0.5097850561141968,-528.884521484375,-0.0011365774553269148,0.04333915188908577,0.013274013996124268,155,14,8,0.012436438351869583,0.4587155963302753,0.3,120,177,wall,both,1,1,1,1,1,1
188,3.5291802883148193,-5.146740913391113,-316.8230285644531,-0.05649033933877945,0.45968303084373474,0.048327624797821045,120,9,10,0.0115564726293087,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
192,0.8555195331573486,-0.30244365334510803,-634.4102172851562,-0.11748135834932327,0.722252607345581,0.019546151161193848,125,29,11,0.010419720783829689,0.47619047619047616,0.3,120,165,wall,both,1,1,1,1,1,1
196,0.14551512897014618,-0.008749855682253838,-809.3811645507812,-0.033994466066360474,0.3911202847957611,2.2411346435546875e-05,129,17,35,0.02581343986093998,0.4531722054380664,0.3,120,181,wall,both,1,1,1,1,1,1
200,2.3543713092803955,-2.290522336959839,-439.0507507324219,-0.01713581383228302,0.16631411015987396,0.051887571811676025,146,0,15,0.06986447423696518,0.48231511254019294,0.3,120,161,wall,both,1,1,1,1,1,1
204,3.510172128677368,-5.09144926071167,-535.3783569335938,-0.06012473627924919,0.15095913410186768,0.1161457896232605,139,4,21,0.02178073674440384,0.47770700636942676,0.3,120,164,wall,both,1,1,1,1,1,1
208,2.5609865188598633,-2.71018648147583,-818.4312744140625,-0.10576272010803223,0.6898728013038635,0.0006493926048278809,102,27,41,0.01194688305258751,0.46875,0.3,120,170,wall,both,1,1,1,1,1,1
212,4.011772632598877,-6.650545120239258,-431.38934326171875,-0.5406526923179626,0.5303385257720947,0.34226733446121216,154,9,10,0.014212808571755886,0.46439628482972134,0.3,120,173,wall,both,1,1,1,1,1,1
216,0.2570560872554779,-0.027304885908961296,-289.44580078125,-0.20564773678779602,0.5534839630126953,0.18358904123306274,120,0,14,0.020398031920194626,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1
220,2.3817594051361084,-2.344122886657715,0.0,-0.06140115112066269,0.4155273735523224,0.07511818408966064,0,0,0,0.009934536181390285,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
224,0.20826424658298492,-0.01792313903570175,0.0,-0.007779084611684084,0.18011513352394104,0.011816024780273438,0,0,0,0.007807378191500902,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
228,0.46470168232917786,-0.08923456072807312,0.0,-0.05883026123046875,0.5067731142044067,0.02076166868209839,0,0,0,0.008335047401487827,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
232,2.4810643196105957,-2.5436694622039795,0.0,-0.16303054988384247,0.8563434481620789,0.00413060188293457,0,0,0,0.011055410839617252,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
236,3.832716941833496,-6.070131778717041,-193.17889404296875,-0.03627500310540199,0.24029776453971863,0.07578647136688232,75,0,13,0.01560742873698473,0.6302521008403361,0.3,88,88,wall,both,1,1,1,1,1,1
240,0.5091791152954102,-0.10713361948728561,-139.03915405273438,-0.045267678797245026,0.31881701946258545,0.07454270124435425,83,0,4,0.010606538504362106,0.6329113924050632,0.3,87,87,wall,both,1,1,1,1,1,1
244,1.1460473537445068,-0.5427374243736267,-175.0903778076172,-0.08608105778694153,0.5516373515129089,0.06724739074707031,70,0,17,0.01248694397509098,0.6329113924050632,0.3,87,87,wall,both,1,1,1,1,1,1
248,0.19670744240283966,-0.015989180654287338,-103.70443725585938,-0.30608752369880676,0.5458139777183533,0.24242883920669556,65,0,8,0.012015517801046371,0.6726457399103138,0.3,73,73,wall,both,1,1,1,1,1,1
252,0.223695307970047,-0.020677514374256134,0.0,-0.9715054035186768,1.8954315185546875,0.205957293510437,0,0,0,0.00695891072973609,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
256,3.89665150642395,-6.274335861206055,0.0,-0.3871620297431946,0.813470721244812,0.24254262447357178,0,0,0,0.021641073748469353,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
260,0.36636191606521606,-0.055463239550590515,-468.14044189453125,-0.7755124568939209,1.703220248222351,0.17905151844024658,32,0,47,0.02282986044883728,0.6550218340611353,0.3,68,79,wall,both,1,1,1,1,1,1
264,4.64616584777832,-8.920187950134277,-573.7169799804688,-0.5186511278152466,1.5057647228240967,0.06021755933761597,33,5,65,0.015865573659539223,0.5928853754940712,0.3,83,103,wall,both,1,1,1,1,1,1
268,4.293386459350586,-7.617010593414307,-547.1854858398438,-0.00452357018366456,0.09874732792377472,0.02402883768081665,85,3,50,0.0155662652105093,0.5208333333333334,0.3,91,138,wall,both,1,1,1,1,1,1
272,1.8337109088897705,-1.3894609212875366,-172.95359802246094,-0.06464093923568726,0.5388052463531494,0.005585968494415283,123,1,12,0.0355667918920517,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
276,1.1417568922042847,-0.5386812686920166,-203.7816162109375,-0.0662122443318367,0.5455150008201599,0.0044789910316467285,120,1,19,0.014835916459560394,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1
280,0.9921945333480835,-0.40679749846458435,-337.159912109375,-0.13950806856155396,0.7920883893966675,0.004561960697174072,95,4,40,0.015853015705943108,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
284,2.2032809257507324,-2.005969762802124,-313.9609069824219,-0.14446811378002167,0.8056834936141968,0.0073067545890808105,120,7,28,0.02351664938032627,0.49180327868852464,0.3,120,155,wall,both,1,1,1,1,1,1
288,0.4916709065437317,-0.09989267587661743,-333.2309875488281,-0.14040517807006836,0.7927154302597046,0.01365649700164795,127,5,37,0.020708780735731125,0.47021943573667707,0.3,120,169,wall,both,1,1,1,1,1,1
292,3.831871509552002,-6.067453861236572,-320.2605895996094,-0.17201542854309082,0.879453182220459,0.005863785743713379,131,6,43,0.01341454591602087,0.45454545454545453,0.3,120,180,wall,both,1,1,1,1,1,1
296,2.3412883281707764,-2.265136480331421,-211.2898712158203,-0.24132293462753296,1.04202139377594,0.002805352210998535,150,1,29,0.0111189354211092,0.45454545454545453,0.3,112,180,wall,both,1,1,1,1,1,1
300,0.9514383673667908,-0.37406402826309204,-553.50732421875,-0.18299013376235962,0.8228436708450317,0.08927369117736816,120,0,46,0.009911691769957542,0.4746835443037975,0.3,109,166,wall,both,1,1,1,1,1,1
304,0.3707151710987091,-0.05678914859890938,-360.193359375,-0.010834641754627228,0.17966830730438232,0.029949665069580078,147,7,19,0.013345715589821339,0.46439628482972134,0.3,114,173,wall,both,1,1,1,1,1,1
308,3.5808017253875732,-5.298405170440674,-608.0338745117188,-0.015614306554198265,0.25008541345596313,0.020503699779510498,97,0,58,0.013763436116278172,0.49180327868852464,0.3,108,155,wall,both,1,1,1,1,1,1
312,1.6996623277664185,-1.1937404870986938,-213.26902770996094,-0.06194157898426056,0.46746498346328735,0.05725640058517456,127,0,13,0.015795934945344925,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1
316,2.4187450408935547,-2.4174904823303223,-136.61474609375,-0.0830516591668129,0.6105306148529053,0.007322490215301514,114,0,16,0.026524679735302925,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
320,3.9277546405792236,-6.374898910522461,-161.4346466064453,-0.08749677240848541,0.6234577298164368,0.016558349132537842,117,0,24,0.01535918191075325,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
324,2.2233569622039795,-2.0426924228668213,-430.3143005371094,-0.07926927506923676,0.597179651260376,0.002191483974456787,106,2,34,0.009609545581042767,0.5136986301369862,0.3,120,142,wall,both,1,1,1,1,1,1
328,2.3312740325927734,-2.2458009719848633,-247.2878875732422,-0.2912568747997284,1.144838809967041,4.887580871582031e-06,110,1,45,0.008515425026416779,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
332,0.21737819910049438,-0.019526148214936256,-669.0123291015625,-0.03410793095827103,0.3860973119735718,0.015503168106079102,102,20,27,0.009332667104899883,0.5016722408026756,0.3,102,149,wall,both,1,1,1,1,1,1
336,1.4907262325286865,-0.9182911515235901,-135.9286651611328,-0.04128694161772728,0.2892933785915375,0.07455742359161377,138,0,3,0.014768646098673344,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
340,0.5396929383277893,-0.12035886198282242,-271.09893798828125,-0.18621227145195007,0.9126813411712646,0.016446232795715332,117,5,28,0.01241480652242899,0.5,0.3,101,150,wall,both,1,1,1,1,1,1
344,4.169193267822266,-7.182714939117432,-297.0279235839844,-0.17082223296165466,0.8767514228820801,0.00061798095703125,98,3,32,0.015186481177806854,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
348,1.8656007051467896,-1.4382089376449585,-440.1580810546875,-0.1869247704744339,0.9165415167808533,0.007784783840179443,115,6,29,0.016053201630711555,0.5,0.3,120,150,wall,both,1,1,1,1,1,1
352,1.5753657817840576,-1.025527834892273,-468.37481689453125,-0.11577615886926651,0.7175613641738892,0.018221557140350342,118,2,37,0.023859595879912376,0.4885993485342019,0.3,120,157,wall,both,1,1,1,1,1,1
356,2.457002639770508,-2.4945709705352783,-697.3843994140625,-0.21611210703849792,0.9854493141174316,0.008712172508239746,94,20,33,0.018875285983085632,0.5050505050505051,0.3,115,147,wall,both,1,1,1,1,1,1
360,3.2349603176116943,-4.324367046356201,-520.41162109375,-0.2176787257194519,0.9870567917823792,0.01694387197494507,96,10,42,0.012724485248327255,0.5033557046979865,0.3,120,148,wall,both,1,1,1,1,1,1
364,1.0369881391525269,-0.4443571865558624,-357.5529479980469,-0.21875494718551636,0.9650226831436157,0.05378246307373047,105,6,34,0.01837788335978985,0.5084745762711864,0.3,120,145,wall,both,1,1,1,1,1,1
368,1.9354057312011719,-1.547849178314209,0.0,-0.030396843329072,0.09747445583343506,0.08324623107910156,0,0,0,0.008750289678573608,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
372,1.0783040523529053,-0.4804708957672119,0.0,-0.02632647007703781,0.32385778427124023,0.02719634771347046,0,0,0,0.009161433205008507,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
376,1.0296741724014282,-0.4381110966205597,0.0,-0.01888766698539257,0.29119956493377686,0.003277599811553955,0,0,0,0.007625147700309753,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
